Unnamed: 0,고객ID,Duration,총과금액,평균과금액,성별,연령,결혼여부,부양자유무,부양자수,추천횟수,영수증발급여부,과금방식,보안서비스,백업서비스,기술지원서비스,데이터무제한,데이터사용량,시작일,종료일,고객이탈여부,이탈가능점수,이탈유형,LTV,만족도,로밍사용료,연령대,마지막과금일,최초과금일,평균유지기간(월),LTV2,Cluster,1년이후잔존확률,2년이후잔존확률
2181,C-12236,,356800,23786.66667,남성,20,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2020-10-01,2022-01-01,No,42,,4050,5,1810,20대,2021-12-01,2020-10-01 00:00:00,14.2,337770.6667,1,0.996594082,0.982348949
2182,C-12237,,3712700,100343.2432,여성,23,No,No,0,0,Yes,신용카드,No,No,No,Yes,59,2018-12-01,2022-01-01,No,23,,4874,3,10850,20대,2021-12-01,2018-12-01 00:00:00,36.53333333,3665873.153,0,0.994867039,0.962081043
2183,C-12238,,3843800,123993.5484,여성,67,No,No,0,0,Yes,이체/메일확인,Yes,Yes,Yes,No,12,2019-06-01,2022-01-01,No,59,,3524,3,9040,60대,2021-12-01,2019-06-01 00:00:00,30.46666667,3777670.108,2,0.98912245,0.954760032
2184,C-12239,,9498500,123357.1429,남성,47,No,No,0,0,No,신용카드,No,Yes,No,Yes,30,2015-08-01,2022-01-01,No,28,,5649,3,31410,40대,2021-12-01,2015-08-01 00:00:00,77.13333333,9514947.619,2,1,0.998833514
2185,C-12240,92,396000,99000,여성,47,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,30,2021-08-01,2021-11-01,Yes,100,Competitor,2014,1,43050,40대,2021-11-01,2021-08-01 00:00:00,3.066666667,303600,0,0.037705161,0.027877
2186,C-12241,,10363000,131177.2152,여성,39,Yes,No,0,1,Yes,계좌이체,Yes,No,Yes,Yes,23,2015-06-01,2022-01-01,No,37,,5649,3,39550,30대,2021-12-01,2015-06-01 00:00:00,79.16666667,10384862.87,2,1,1
2187,C-12242,,1808900,90445,여성,51,No,No,0,0,Yes,계좌이체,No,No,No,Yes,3,2020-05-01,2022-01-01,No,74,,2332,4,21240,50대,2021-12-01,2020-05-01 00:00:00,19.3,1745588.5,0,0.975878468,0.774157836
2188,C-12243,,6670700,84439.24051,남성,38,Yes,No,0,8,No,신용카드,Yes,Yes,Yes,Yes,15,2015-06-01,2022-01-01,No,80,,4361,3,31750,30대,2021-12-01,2015-06-01 00:00:00,79.16666667,6684773.207,2,1,0.9995
2189,C-12244,,2665500,70144.73684,남성,47,No,No,0,0,No,신용카드,No,No,Yes,Yes,6,2018-11-01,2022-01-01,No,41,,2074,4,3730,40대,2021-12-01,2018-11-01 00:00:00,37.53333333,2632765.789,0,0.996749028,0.885131589
2190,C-12245,1734,6484300,111798.2759,남성,74,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,21,2017-01-01,2021-10-01,Yes,86,Attitude,6259,2,56390,70대,2021-10-01,2017-01-01 00:00:00,57.8,6461940.345,0,0.998399331,0.991858852
2191,C-12246,1188,3564700,89117.5,남성,64,No,No,0,0,No,계좌이체,No,No,No,Yes,5,2018-03-01,2021-06-01,Yes,96,Competitor,4696,3,40910,60대,2021-06-01,2018-03-01 00:00:00,39.6,3529053,0,0.993853524,0.947501979
2192,C-12247,,3722100,63086.44068,남성,28,Yes,Yes,1,1,No,계좌이체,No,Yes,No,Yes,26,2017-02-01,2022-01-01,No,71,,2320,5,44410,20대,2021-12-01,2017-02-01 00:00:00,58.8,3709482.712,2,0.991013391,0.94866249
2193,C-12248,,3648300,114009.375,남성,26,No,No,0,0,Yes,이체/메일확인,No,No,Yes,Yes,59,2019-05-01,2022-01-01,No,42,,3300,3,26220,20대,2021-12-01,2019-05-01 00:00:00,31.5,3591295.313,0,0.998528132,0.966567137
2194,C-12249,519,1453800,80766.66667,남성,35,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,11,2019-09-01,2021-02-01,Yes,67,Competitor,4469,1,15480,30대,2021-02-01,2019-09-01 00:00:00,17.3,1397263.333,0,0.813315615,0.350944731
2195,C-12250,,1552100,24251.5625,남성,62,No,No,0,0,No,계좌이체,No,No,No,No,0,2016-09-01,2022-01-01,No,66,,4158,4,31980,60대,2021-12-01,2016-09-01 00:00:00,63.9,1549674.844,1,0.998227883,0.9968726
2196,C-12252,,8008800,109709.589,여성,23,No,No,0,0,No,계좌이체,Yes,Yes,Yes,Yes,69,2015-12-01,2022-01-01,No,48,,4300,3,11530,20대,2021-12-01,2015-12-01 00:00:00,73.06666667,8016113.973,2,0.999480721,0.998332275
2197,C-12253,242,1014300,112700,여성,66,No,No,0,0,Yes,신용카드,No,No,No,Yes,8,2021-02-01,2021-10-01,Yes,83,Competitor,3676,1,5880,60대,2021-10-01,2021-02-01 00:00:00,8.066666667,909113.3333,0,0.557446234,0.450885435
2198,C-12254,,8814000,104928.5714,여성,70,Yes,No,0,1,No,신용카드,Yes,Yes,Yes,Yes,13,2015-01-01,2022-01-01,No,39,,4627,3,27570,70대,2021-12-01,2015-01-01 00:00:00,84.2,8834985.714,2,1,1
2199,C-12255,,2201600,61155.55556,남성,45,No,No,0,0,Yes,신용카드,No,No,Yes,Yes,2,2019-01-01,2022-01-01,No,23,,2515,5,2600,40대,2021-12-01,2019-01-01 00:00:00,35.5,2171022.222,0,0.980174308,0.844973799
2200,C-12256,,1253600,78350,남성,77,No,No,0,0,No,계좌이체,No,No,No,Yes,25,2020-09-01,2022-01-01,No,26,,4140,3,34010,70대,2021-12-01,2020-09-01 00:00:00,15.2,1190920,0,0.696729234,0.420585109
2201,C-12257,790,2601300,96344.44444,남성,36,No,No,0,0,Yes,계좌이체,No,No,No,Yes,20,2019-01-01,2021-03-01,Yes,85,Competitor,5869,1,16160,30대,2021-03-01,2019-01-01 00:00:00,26.33333333,2537070.37,0,0.995813267,0.907109334
2202,C-12258,,8136600,104315.3846,여성,59,Yes,No,0,10,No,계좌이체,Yes,Yes,Yes,Yes,8,2015-07-01,2022-01-01,No,53,,4488,3,42260,50대,2021-12-01,2015-07-01 00:00:00,78.16666667,8153985.897,2,0.999310345,0.999310345
2203,C-12259,,8354000,108493.5065,여성,52,Yes,Yes,3,1,No,계좌이체,Yes,Yes,Yes,Yes,26,2015-08-01,2022-01-01,No,26,,4921,3,11410,50대,2021-12-01,2015-08-01 00:00:00,77.13333333,8368465.801,2,1,1
2204,C-12260,,4348000,94521.73913,여성,40,No,No,0,0,Yes,계좌이체,Yes,No,Yes,Yes,23,2018-03-01,2022-01-01,No,26,,3570,4,5990,40대,2021-12-01,2018-03-01 00:00:00,45.7,4319643.478,0,0.999180666,0.995911849
2205,C-12261,,5456000,95719.29825,여성,41,Yes,No,0,10,Yes,신용카드,Yes,No,Yes,Yes,29,2017-04-01,2022-01-01,No,56,,2934,3,29380,40대,2021-12-01,2017-04-01 00:00:00,56.83333333,5440046.784,2,1,1
2206,C-12262,,9668600,116489.1566,여성,43,Yes,Yes,2,4,Yes,신용카드,Yes,Yes,No,Yes,17,2015-02-01,2022-01-01,No,74,,4305,3,17740,40대,2021-12-01,2015-02-01 00:00:00,83.16666667,9688014.859,2,1,1
2207,C-12263,547,1798000,94631.57895,남성,36,No,No,0,0,Yes,신용카드,No,No,Yes,Yes,5,2019-11-01,2021-05-01,Yes,79,Dissatisfaction,3306,1,14130,30대,2021-05-01,2019-11-01 00:00:00,18.23333333,1725449.123,0,0.967199491,0.679018668
2208,C-12264,,1227000,87642.85714,남성,21,No,No,0,0,No,계좌이체,No,No,Yes,Yes,48,2020-11-01,2022-01-01,No,27,,4799,3,26560,20대,2021-12-01,2020-11-01 00:00:00,13.16666667,1153964.286,0,0.877647085,0.75725594
2209,C-12265,242,786200,87355.55556,남성,51,Yes,No,0,1,Yes,계좌이체,Yes,No,No,Yes,23,2020-11-01,2021-07-01,Yes,88,Competitor,3683,2,54130,50대,2021-07-01,2020-11-01 00:00:00,8.066666667,704668.1481,0,0.39726882,0.297008146
2210,C-12266,92,141000,35250,여성,43,Yes,Yes,1,1,Yes,신용카드,No,No,Yes,No,19,2021-03-01,2021-06-01,Yes,67,Other,5122,3,0,40대,2021-06-01,2021-03-01 00:00:00,3.066666667,108100,1,0.002272727,0.001363636
2211,C-12267,,554100,23087.5,여성,60,Yes,No,0,10,Yes,계좌이체,No,No,No,No,0,2020-01-01,2022-01-01,No,74,,5453,4,45540,60대,2021-12-01,2020-01-01 00:00:00,23.33333333,538708.3333,1,0.990777432,0.989224902
2212,C-12268,,667300,23832.14286,여성,35,No,No,0,0,No,신용카드,No,No,No,No,0,2019-09-01,2022-01-01,No,72,,5052,3,23390,30대,2021-12-01,2019-09-01 00:00:00,27.4,653000.7143,1,0.991035912,0.986831801
2213,C-12269,,10929700,130115.4762,여성,77,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,23,2015-01-01,2022-01-01,No,57,,5232,4,15930,70대,2021-12-01,2015-01-01 00:00:00,84.2,10955723.1,2,0.999375,0.9990625
2214,C-12270,31,156600,78300,여성,27,No,No,0,0,Yes,계좌이체,No,No,No,Yes,59,2021-10-01,2021-11-01,Yes,89,Competitor,4133,1,25990,20대,2021-11-01,2021-10-01 00:00:00,1.033333333,80910,0,0,0
2215,C-12271,,295800,22753.84615,남성,27,No,No,0,0,No,이체/메일확인,No,No,No,No,0,2020-12-01,2022-01-01,No,72,,3586,3,47690,20대,2021-12-01,2020-12-01 00:00:00,12.16666667,276838.4615,1,0.95551392,0.95136046
2216,C-12272,304,1179800,107254.5455,남성,77,Yes,No,0,0,No,계좌이체,No,No,No,Yes,27,2020-08-01,2021-06-01,Yes,81,Attitude,3336,1,6780,70대,2021-06-01,2020-08-01 00:00:00,10.13333333,1086846.061,0,0.660810016,0.406003911
2217,C-12273,,3800000,51351.35135,여성,38,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,30,2015-11-01,2022-01-01,No,53,,4507,4,0,30대,2021-12-01,2015-11-01 00:00:00,74.06666667,3803423.423,0,0.998665174,0.99010995
2218,C-12274,120,477700,95540,남성,28,No,No,0,0,No,계좌이체,No,Yes,No,Yes,58,2021-02-01,2021-06-01,Yes,67,Competitor,5048,1,47570,20대,2021-06-01,2021-02-01 00:00:00,4,382160,0,0.047151522,0.043744339
2219,C-12275,,1807800,27812.30769,남성,34,No,No,0,0,No,계좌이체,No,No,No,No,0,2016-08-01,2022-01-01,No,20,,4865,3,44520,30대,2021-12-01,2016-08-01 00:00:00,64.93333333,1805945.846,1,0.996720198,0.994904732
2220,C-12276,,7558800,118106.25,여성,31,Yes,Yes,2,7,No,계좌이체,Yes,No,No,Yes,19,2016-09-01,2022-01-01,No,29,,4811,3,9040,30대,2021-12-01,2016-09-01 00:00:00,63.9,7546989.375,2,1,0.998407315
2221,C-12277,579,2106800,105340,남성,74,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,9,2020-04-01,2021-11-01,Yes,69,Competitor,5683,1,45200,70대,2021-11-01,2020-04-01 00:00:00,19.3,2033062,0,0.975655791,0.697015219
2222,C-12278,,1602700,53423.33333,남성,58,No,Yes,2,0,Yes,신용카드,No,No,No,No,28,2019-07-01,2022-01-01,No,75,,4403,5,38530,50대,2021-12-01,2019-07-01 00:00:00,29.46666667,1574207.556,1,0.975166731,0.857393653
2223,C-12279,,2160500,34293.65079,남성,71,Yes,No,0,1,Yes,신용카드,No,Yes,No,Yes,21,2016-10-01,2022-01-01,No,80,,6285,4,0,70대,2021-12-01,2016-10-01 00:00:00,62.9,2157070.635,0,0.966105872,0.799741463
2224,C-12280,,979300,54405.55556,남성,69,No,No,0,0,No,신용카드,No,No,No,Yes,7,2020-07-01,2022-01-01,No,30,,4270,3,22260,60대,2021-12-01,2020-07-01 00:00:00,17.26666667,939402.5926,0,0.583190194,0.44677026
2225,C-12281,,11218400,133552.381,남성,75,No,No,0,0,No,계좌이체,Yes,Yes,Yes,Yes,26,2015-01-01,2022-01-01,No,56,,4598,3,27910,70대,2021-12-01,2015-01-01 00:00:00,84.2,11245110.48,2,0.999212963,0.99635006
2226,C-12282,,11353400,135159.5238,남성,26,Yes,Yes,1,7,Yes,계좌이체,Yes,Yes,Yes,Yes,52,2015-01-01,2022-01-01,No,59,,5227,3,24070,20대,2021-12-01,2015-01-01 00:00:00,84.2,11380431.9,2,1,1
2227,C-12283,2162,8993500,124909.7222,남성,60,Yes,No,0,3,Yes,계좌이체,No,Yes,No,Yes,12,2015-05-01,2021-04-01,Yes,81,Competitor,4072,3,53450,60대,2021-04-01,2015-05-01 00:00:00,72.06666667,9001827.315,2,0.995279033,0.990565349
2228,C-12284,,6457000,93579.71014,남성,72,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,16,2016-04-01,2022-01-01,No,79,,5371,4,10280,70대,2021-12-01,2016-04-01 00:00:00,69,6457000,0,1,0.999380952
2229,C-12285,,7151700,102167.1429,남성,38,Yes,No,0,3,Yes,계좌이체,Yes,Yes,No,No,2,2016-03-01,2022-01-01,No,33,,5666,3,24970,30대,2021-12-01,2016-03-01 00:00:00,70.03333333,7155105.571,2,0.999166667,0.998333333
2230,C-12286,,2502300,30148.19277,여성,33,Yes,Yes,2,0,No,계좌이체,No,No,No,No,0,2015-02-01,2022-01-01,No,37,,4993,3,4750,30대,2021-12-01,2015-02-01 00:00:00,83.16666667,2507324.699,1,0.998737118,0.995456762
2231,C-12287,,8304300,98860.71429,여성,46,Yes,Yes,1,1,No,신용카드,Yes,No,Yes,Yes,19,2015-01-01,2022-01-01,No,49,,6375,4,28140,40대,2021-12-01,2015-01-01 00:00:00,84.2,8324072.143,2,1,1
2232,C-12288,,645100,22244.82759,남성,35,No,No,0,0,No,신용카드,No,No,No,No,0,2019-08-01,2022-01-01,No,60,,2717,3,31300,30대,2021-12-01,2019-08-01 00:00:00,28.43333333,632494.5977,1,0.993731969,0.990777605
2233,C-12289,1185,4520100,113002.5,남성,79,No,No,0,0,Yes,계좌이체,No,No,No,No,23,2018-02-01,2021-05-01,Yes,65,Other,4892,1,47350,70대,2021-05-01,2018-02-01 00:00:00,39.5,4463598.75,0,0.985953912,0.925719094
2234,C-12290,,1304500,65225,여성,24,No,Yes,1,10,No,계좌이체,No,Yes,Yes,No,59,2020-05-01,2022-01-01,No,21,,3135,5,36050,20대,2021-12-01,2020-05-01 00:00:00,19.3,1258842.5,2,0.979809493,0.951478261
2235,C-12291,,1852600,23157.5,여성,37,No,No,0,0,No,신용카드,No,No,No,No,0,2015-05-01,2022-01-01,No,68,,6161,4,37290,30대,2021-12-01,2015-05-01 00:00:00,80.2,1857231.5,1,0.999008527,0.998324068
2236,C-12292,,2876300,71907.5,남성,58,Yes,Yes,3,8,Yes,신용카드,No,Yes,Yes,Yes,52,2018-09-01,2022-01-01,No,80,,2797,5,0,50대,2021-12-01,2018-09-01 00:00:00,39.56666667,2845140.083,2,0.997349648,0.990007044
2237,C-12294,,728500,52035.71429,여성,34,No,No,0,0,Yes,신용카드,No,No,No,Yes,26,2020-11-01,2022-01-01,No,27,,5441,3,44640,30대,2021-12-01,2020-11-01 00:00:00,13.16666667,685136.9048,0,0.668443414,0.641488414
2238,C-12295,,1892300,22798.79518,남성,21,No,No,0,6,No,이체/메일확인,No,No,No,No,0,2015-02-01,2022-01-01,No,63,,5497,4,12770,20대,2021-12-01,2015-02-01 00:00:00,83.16666667,1896099.799,1,0.9996,0.998993939
2239,C-12296,,3407600,81133.33333,남성,69,No,No,0,0,Yes,신용카드,No,No,Yes,Yes,30,2018-07-01,2022-01-01,No,75,,3415,3,22490,60대,2021-12-01,2018-07-01 00:00:00,41.63333333,3377851.111,0,0.990323189,0.917052842
2240,C-12297,,1059100,23023.91304,남성,53,Yes,No,0,7,No,신용카드,No,No,No,No,0,2018-03-01,2022-01-01,No,33,,4669,5,29380,50대,2021-12-01,2018-03-01 00:00:00,45.7,1052192.826,1,1,1
2241,C-12298,,4286700,97425,남성,56,No,No,0,0,No,신용카드,No,Yes,Yes,Yes,15,2018-05-01,2022-01-01,No,71,,3945,5,42380,50대,2021-12-01,2018-05-01 00:00:00,43.66666667,4254225,0,1,0.998005658
2242,C-12299,,547200,30400,남성,58,Yes,Yes,3,8,No,이체/메일확인,No,No,No,No,0,2020-07-01,2022-01-01,No,52,,2882,3,35820,50대,2021-12-01,2020-07-01 00:00:00,17.26666667,524906.6667,1,0.989548065,0.98848334
2243,C-12300,,1720000,30175.4386,여성,35,Yes,No,0,6,No,신용카드,No,No,No,No,0,2017-04-01,2022-01-01,No,47,,3146,3,47800,30대,2021-12-01,2017-04-01 00:00:00,56.83333333,1714970.76,1,1,0.999166667
2244,C-12301,1127,1269100,33397.36842,여성,31,No,No,0,0,No,신용카드,No,No,Yes,Yes,10,2018-03-01,2021-04-01,Yes,82,Other,4429,2,0,30대,2021-04-01,2018-03-01 00:00:00,37.56666667,1254627.807,0,0.922282162,0.831849816
2245,C-12302,,3028000,131652.1739,남성,75,No,No,0,0,Yes,계좌이체,No,Yes,Yes,No,13,2020-02-01,2022-01-01,No,28,,3175,3,2940,70대,2021-12-01,2020-02-01 00:00:00,22.3,2935843.478,0,0.984685695,0.930534683
2246,C-12303,,1180100,84292.85714,남성,73,No,No,0,0,Yes,이체/메일확인,No,No,No,Yes,30,2020-11-01,2022-01-01,No,47,,5098,3,17180,70대,2021-12-01,2020-11-01 00:00:00,13.16666667,1109855.952,0,0.705893646,0.488826118
2247,C-12305,,1410300,40294.28571,여성,27,Yes,No,0,10,No,신용카드,Yes,No,Yes,Yes,42,2019-02-01,2022-01-01,No,73,,4445,4,0,20대,2021-12-01,2019-02-01 00:00:00,34.46666667,1388809.714,2,0.984991762,0.951106923
2248,C-12306,,3161500,77109.7561,여성,32,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,26,2018-08-01,2022-01-01,No,72,,5590,3,20230,30대,2021-12-01,2018-08-01 00:00:00,40.6,3130656.098,0,0.998081553,0.954691731
2249,C-12307,,7978100,99726.25,남성,27,Yes,Yes,1,1,Yes,계좌이체,Yes,Yes,No,Yes,85,2015-05-01,2022-01-01,No,48,,4380,3,33560,20대,2021-12-01,2015-05-01 00:00:00,80.2,7998045.25,2,1,0.998167247
2250,C-12308,,1185400,40875.86207,남성,36,Yes,No,0,1,No,이체/메일확인,Yes,No,No,Yes,10,2019-08-01,2022-01-01,No,45,,4207,3,0,30대,2021-12-01,2019-08-01 00:00:00,28.43333333,1162237.011,0,0.82217266,0.559996563
2251,C-12309,,1830400,22597.53086,남성,54,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2015-04-01,2022-01-01,No,63,,5028,5,20000,50대,2021-12-01,2015-04-01 00:00:00,81.2,1834919.506,1,0.999797894,0.997257799
2252,C-12310,,5440000,76619.71831,남성,77,Yes,No,0,3,Yes,신용카드,Yes,No,Yes,Yes,6,2016-02-01,2022-01-01,No,49,,6306,3,0,70대,2021-12-01,2016-02-01 00:00:00,71,5440000,2,0.996927855,0.9918652
2253,C-12311,,341400,26261.53846,남성,37,No,Yes,3,0,Yes,신용카드,No,No,No,No,0,2020-12-01,2022-01-01,No,76,,3383,3,20230,30대,2021-12-01,2020-12-01 00:00:00,12.16666667,319515.3846,1,0.994872864,0.988194558
2254,C-12312,,5225500,118761.3636,남성,33,Yes,No,0,3,Yes,신용카드,No,Yes,No,Yes,9,2018-05-01,2022-01-01,No,61,,3981,4,54130,30대,2021-12-01,2018-05-01 00:00:00,43.66666667,5185912.879,2,0.997414005,0.992739121
2255,C-12313,,3858600,94112.19512,남성,69,Yes,No,0,0,Yes,계좌이체,No,No,Yes,Yes,2,2018-08-01,2022-01-01,No,21,,3172,5,11980,60대,2021-12-01,2018-08-01 00:00:00,40.6,3820955.122,0,0.997374855,0.97179987
2256,C-12314,1795,6015400,100256.6667,남성,24,No,No,0,0,No,계좌이체,No,No,No,Yes,52,2016-04-01,2021-03-01,Yes,80,Competitor,6304,3,7800,20대,2021-03-01,2016-04-01 00:00:00,59.83333333,5998690.556,0,0.997131959,0.978779639
2257,C-12315,,2417500,60437.5,남성,42,Yes,Yes,1,2,No,신용카드,Yes,No,Yes,Yes,19,2018-09-01,2022-01-01,No,45,,3240,4,0,40대,2021-12-01,2018-09-01 00:00:00,39.56666667,2391310.417,2,0.993448702,0.971412388
2258,C-12316,457,1449800,90612.5,남성,29,No,No,0,0,Yes,이체/메일확인,No,No,No,Yes,52,2020-08-01,2021-11-01,Yes,74,Dissatisfaction,4938,1,50740,20대,2021-11-01,2020-08-01 00:00:00,15.23333333,1380330.417,0,0.847145357,0.661933804
2259,C-12317,,7027300,113343.5484,남성,64,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,21,2016-11-01,2022-01-01,No,70,,6367,4,46100,60대,2021-12-01,2016-11-01 00:00:00,61.86666667,7012187.527,2,0.999147727,0.998685415
2260,C-12318,151,306000,51000,여성,79,No,No,0,0,No,계좌이체,No,No,No,Yes,15,2020-11-01,2021-04-01,Yes,73,Competitor,3561,3,0,70대,2021-04-01,2020-11-01 00:00:00,5.033333333,256700,0,0.071366053,0.059908484
2261,C-12319,,2411300,92742.30769,여성,50,Yes,No,0,7,Yes,계좌이체,No,No,No,Yes,16,2019-11-01,2022-01-01,No,68,,3157,4,5090,50대,2021-12-01,2019-11-01 00:00:00,25.36666667,2352563.205,0,0.997957522,0.949142423
2262,C-12320,,729800,22806.25,여성,23,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2019-05-01,2022-01-01,No,28,,5409,3,12430,20대,2021-12-01,2019-05-01 00:00:00,31.5,718396.875,1,0.99681809,0.994422319
2263,C-12321,,1564900,104326.6667,남성,58,No,No,0,0,Yes,계좌이체,No,No,No,Yes,9,2020-10-01,2022-01-01,No,42,,4345,3,17630,50대,2021-12-01,2020-10-01 00:00:00,14.2,1481438.667,0,0.951610997,0.812108793
2264,C-12322,1066,3956900,109913.8889,남성,70,No,No,0,0,Yes,계좌이체,No,No,No,No,29,2018-05-01,2021-04-01,Yes,91,Other,2080,2,39660,70대,2021-04-01,2018-05-01 00:00:00,35.53333333,3905606.852,0,0.986607715,0.924190817
2265,C-12323,183,845000,120714.2857,남성,69,Yes,No,0,0,Yes,계좌이체,No,No,No,Yes,6,2021-04-01,2021-10-01,Yes,89,Competitor,5750,3,54130,60대,2021-10-01,2021-04-01 00:00:00,6.1,736357.1429,0,0.462833599,0.352398663
2266,C-12324,,2845300,109434.6154,남성,65,No,No,0,0,Yes,계좌이체,No,No,No,Yes,10,2019-11-01,2022-01-01,No,78,,3502,3,42490,60대,2021-12-01,2019-11-01 00:00:00,25.36666667,2775991.41,0,0.989561528,0.844550561
2267,C-12325,,3957600,113074.2857,남성,61,No,No,0,0,Yes,신용카드,No,No,Yes,Yes,6,2019-02-01,2022-01-01,No,22,,3875,4,9610,60대,2021-12-01,2019-02-01 00:00:00,34.46666667,3897293.714,0,0.996711145,0.984939781
2268,C-12326,,10264000,123662.6506,남성,23,No,No,0,1,Yes,계좌이체,Yes,Yes,No,Yes,59,2015-02-01,2022-01-01,No,74,,6101,4,15930,20대,2021-12-01,2015-02-01 00:00:00,83.16666667,10284610.44,2,0.999777778,0.996487051
2269,C-12327,851,3628900,125134.4828,남성,58,Yes,No,0,1,No,계좌이체,Yes,Yes,No,Yes,24,2019-02-01,2021-06-01,Yes,85,Dissatisfaction,3770,1,10850,50대,2021-06-01,2019-02-01 00:00:00,28.36666667,3549648.161,2,0.990667246,0.921341306
2270,C-12328,,8720200,114739.4737,여성,31,Yes,No,0,10,Yes,신용카드,Yes,No,Yes,Yes,21,2015-09-01,2022-01-01,No,55,,5369,3,21700,30대,2021-12-01,2015-09-01 00:00:00,76.1,8731673.947,2,1,0.999666667
2271,C-12329,92,255800,63950,여성,56,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,25,2021-06-01,2021-09-01,Yes,83,Dissatisfaction,4800,1,0,50대,2021-09-01,2021-06-01 00:00:00,3.066666667,196113.3333,0,0,0
2272,C-12330,1035,4419100,126260,여성,23,No,No,0,0,Yes,신용카드,Yes,Yes,No,Yes,76,2018-08-01,2021-06-01,Yes,78,Competitor,3410,1,9040,20대,2021-06-01,2018-08-01 00:00:00,34.5,4355970,2,0.998698668,0.995007562
2273,C-12332,1004,4499500,132338.2353,여성,70,No,No,0,0,Yes,계좌이체,No,Yes,Yes,No,25,2019-01-01,2021-10-01,Yes,80,Dissatisfaction,3401,1,19440,70대,2021-10-01,2019-01-01 00:00:00,33.46666667,4428919.608,0,0.986364069,0.960412673
2274,C-12333,,2631600,109650,남성,38,No,No,0,0,No,계좌이체,No,No,No,Yes,8,2020-01-01,2022-01-01,No,25,,5674,5,15710,30대,2021-12-01,2020-01-01 00:00:00,23.33333333,2558500,0,0.997789934,0.913760888
2275,C-12334,,9644100,114810.7143,남성,75,Yes,No,0,7,Yes,신용카드,No,Yes,No,Yes,20,2015-01-01,2022-01-01,No,69,,6156,5,12660,70대,2021-12-01,2015-01-01 00:00:00,84.2,9667062.143,2,0.999375,0.996174229
2276,C-12335,,3055200,63650,남성,65,Yes,No,0,9,No,신용카드,No,No,Yes,Yes,28,2018-01-01,2022-01-01,No,48,,4017,3,53340,60대,2021-12-01,2018-01-01 00:00:00,47.66666667,3033983.333,2,0.991577658,0.97443276
2277,C-12336,,387400,24212.5,남성,29,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2020-09-01,2022-01-01,No,45,,4267,3,52550,20대,2021-12-01,2020-09-01 00:00:00,15.2,368030,1,0.98852585,0.94541843
2278,C-12337,,1173400,58670,남성,24,No,No,0,6,Yes,계좌이체,No,Yes,No,Yes,53,2020-05-01,2022-01-01,No,25,,5922,5,2710,20대,2021-12-01,2020-05-01 00:00:00,19.3,1132331,0,0.964953455,0.934833888
2279,C-12338,550,1101200,57957.89474,여성,70,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,12,2019-07-01,2021-01-01,Yes,92,Dissatisfaction,2167,2,0,70대,2021-01-01,2019-07-01 00:00:00,18.33333333,1062561.404,0,0.750782353,0.498672136
2280,C-12339,,3877400,94570.73171,남성,60,Yes,Yes,2,6,No,신용카드,No,Yes,No,Yes,27,2018-08-01,2022-01-01,No,70,,4558,4,7570,60대,2021-12-01,2018-08-01 00:00:00,40.6,3839571.707,2,0.998478702,0.994280034
2281,C-12340,854,3155800,108820.6897,여성,47,Yes,No,0,1,Yes,신용카드,Yes,No,No,Yes,20,2019-05-01,2021-09-01,Yes,71,Price,2990,1,42600,40대,2021-09-01,2019-05-01 00:00:00,28.46666667,3097762.299,0,0.990536456,0.900561079
2282,C-12341,,8356800,117701.4085,여성,70,No,No,0,0,Yes,계좌이체,No,No,No,Yes,9,2016-02-01,2022-01-01,No,50,,5513,5,27460,70대,2021-12-01,2016-02-01 00:00:00,71,8356800,0,0.997531532,0.988015997
2283,C-12342,,1771000,63250,여성,70,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,29,2019-09-01,2022-01-01,No,38,,2276,3,10960,70대,2021-12-01,2019-09-01 00:00:00,27.4,1733050,0,0.946310288,0.628382193
2284,C-12343,2039,7538500,110860.2941,여성,41,Yes,No,0,1,Yes,신용카드,Yes,No,Yes,Yes,11,2016-02-01,2021-09-01,Yes,99,Price,4348,1,34920,40대,2021-09-01,2016-02-01 00:00:00,67.96666667,7534804.657,2,0.999777778,0.998047101
2285,C-12344,,6296500,121086.5385,남성,42,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,29,2017-09-01,2022-01-01,No,52,,3655,4,37060,40대,2021-12-01,2017-09-01 00:00:00,51.73333333,6264210.256,0,0.999054422,0.994655057
